customer,acct_id,acct_nm,OU Mapping,Customer Usage Category,tenure_segment,Low Consumption Customer,cust_crr_classification,Data Date,customer_dc_aov,cust_data_cloud_crr,Account Count,Count,Acct_ID_18
ACCENTURE PUBLIC LIMITED COMPANY,0013y00001h81zD,Proquire LLC,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h81zDAAQ
ACCENTURE PUBLIC LIMITED COMPANY,0013y00001h81zD,Proquire LLC,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h81zDAAQ
ACCENTURE PUBLIC LIMITED COMPANY,0013y00001h81zD,Proquire LLC,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h81zDAAQ
ACCENTURE PUBLIC LIMITED COMPANY,00100000002JlrN,Proquire LLC*,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002JlrNAAS
ACCENTURE PUBLIC LIMITED COMPANY,00100000002JlrN,Proquire LLC*,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002JlrNAAS
ACCESS INFORMATION MANAGEMENT,00130000004CtvC,Access Information Management,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000004CtvCAAS
ACCION OPPORTUNITY FUND INC.,0013y00001fSw8p,Accion Opportunity Fund,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001fSw8pAAC
"ACCOLADE, INC.",0013y00001f9Bkx,"Accolade, Inc (HealthCloud Org)",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001f9BkxAAE
"ACCOLADE, INC.",0013y00001f9Bkx,"Accolade, Inc (HealthCloud Org)",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001f9BkxAAE
ACCOR,0010M00001blzWN,O.E MANAGEMENT COMPANY,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001blzWNQAY
ACCOR,0010M00001blzWN,O.E MANAGEMENT COMPANY,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001blzWNQAY
ACCOR,0010M00001QlWFX,ACCOR SA,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QlWFXQA3
ACCOR,0010M00001QlWFX,ACCOR SA,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QlWFXQA3
ACE CONSULTING,0013y00001ch0A4,ACE CONSULTING,,Unified/Harmonized,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001ch0A4AAI
ACEA SPA,0013000000hKOA8,Acea ENERGIA SpA,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000hKOA8AAO
ACESSO DIGITAL TECNOLOGIA DA INFORMACAO S/A,0013000000roGY7,ACESSO DIGITAL S.A.,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000roGY7AAM
ACHE LABORATORIOS FARMACEUTICOS S/A,0010M00001NYX2t,Ache Laboratorios Farmaceuticos (CPV),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001NYX2tQAH
ACHE LABORATORIOS FARMACEUTICOS S/A,0010M00001NYX2t,Ache Laboratorios Farmaceuticos (CPV),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001NYX2tQAH
ACHE LABORATORIOS FARMACEUTICOS S/A,0010M00001NYX2t,Ache Laboratorios Farmaceuticos (CPV),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001NYX2tQAH
ACHE LABORATORIOS FARMACEUTICOS S/A,0013y00001Z19nc,Aché Laboratórios Farmacêuticos S.A. (Corp),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013y00001Z19ncAAB
ACHE LABORATORIOS FARMACEUTICOS S/A,0013y00001Z19nc,Aché Laboratórios Farmacêuticos S.A. (Corp),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013y00001Z19ncAAB
ACN HOLDINGS INC.,00100000000zDyL,The Nielsen Company (US) LLC,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000000zDyLAAU
ACN HOLDINGS INC.,00100000000zDyL,The Nielsen Company (US) LLC,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000000zDyLAAU
ACN HOLDINGS INC.,00100000000zDyL,The Nielsen Company (US) LLC,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000000zDyLAAU
ACOME,0013000000CH6r7,ACOME,,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000CH6r7AAD
ACORNS GROW INCORPORATED,0013000001CA6R0,Acorns,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001CA6R0AAL
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, SA",0013y00001d7yYD,"CLECE, S.A.",,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001d7yYDAAY
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, SA",0013y00001d7yYD,"CLECE, S.A.",,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001d7yYDAAY
"ACTS RETIREMENT-LIFE COMMUNITIES, INC.",00130000002xcJa,Acts Retirement-life Communities Inc,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002xcJaAAI
"ACTS RETIREMENT-LIFE COMMUNITIES, INC.",00130000002xcJa,Acts Retirement-life Communities Inc,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002xcJaAAI
"ACTS RETIREMENT-LIFE COMMUNITIES, INC.",00130000002xcJa,Acts Retirement-life Communities Inc,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002xcJaAAI
"ACTS RETIREMENT-LIFE COMMUNITIES, INC.",00130000002xcJa,Acts Retirement-life Communities Inc,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002xcJaAAI
AD HOLDING SPA,0013000001GUbmQ,SAPA SpA,,No Production Usage,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001GUbmQAAT
ADAMA AGRICULTURAL SOLUTIONS LTD,0013000000NQEG4,Adama Agan,,Unified/Harmonized,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000NQEG4AAP
ADANI PROPERTIES PRIVATE LIMITED,0013y00001gfett,Adani Realty,,Segment/Predict,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001gfettAAA
ADAPT SAM HOLDINGS PTY LIMITED,0010M00001XyDst,Scape Australia Management Pty Ltd,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001XyDstQAF
ADAPT SAM HOLDINGS PTY LIMITED,0010M00001XyDst,Scape Australia Management Pty Ltd,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001XyDstQAF
ADECCO GROUP AG,001ed00000JjCJq,r.Potential,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000JjCJqAAN
ADECCO GROUP AG,00130000016k8IO,Adecco IT Services,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016k8IOAAY
ADECCO GROUP AG,00130000016k8IO,Adecco IT Services,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016k8IOAAY
ADEIA INC.,0010M00001UEbaU,Xperi Corporation,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001UEbaUQAT
ADELAIDE FRINGE INC,0010M00001QldiN,Adelaide Fringe Inc,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QldiNQAR
ADENA SERVICES LTD.,00130000002x9Af,Adena Services Ltd.,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002x9AfAAI
ADENT HOLDING SA,0013000000I4M7b,Adent Cliniques Dentaires SA,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000I4M7bAAF
ADENT HOLDING SA,0013000000I4M7b,Adent Cliniques Dentaires SA,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000I4M7bAAF
ADESSO SE,001ed00000KkKpr,adesso SE,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000KkKprAAF
ADESSO SE,0010M00001P0OX3,adesso SE,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001P0OX3QAN
ADHEFIN INTERNATIONAL,0013y00001eVLhf,ADHEFIN INTERNATIONAL,,Unified/Harmonized,3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001eVLhfAAG
ADIDAS AG,001ed00000i9M4q,ECAAS,,Connected (including zero copy),3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000i9M4qAAE
ADIDAS AG,001ed00000i9M4q,ECAAS,,Connected (including zero copy),3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000i9M4qAAE
ADIUM PHARMA S.A.,0013y00001be8vE,Adium,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001be8vEAAQ
ADIUM PHARMA S.A.,0013y00001be8vE,Adium,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001be8vEAAQ
ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS,0013000001GUdRq,ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001GUdRqAAL
ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS,0013000001GUdRq,ADMINISTRADOR DE INFRAESTRUCTURAS FERROVIARIAS,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001GUdRqAAL
ADOBE CARE AND WELLNESS AZ LLC,0010M00001PDwFf,Adobe Population Health,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001PDwFfQAL
ADORAMA INC.,0013000001C9vaa,Adorama,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001C9vaaAAB
"ADP TAX SERVICES, INC.",00100000002Em7H,"ADP, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002Em7HAAS
"ADP TAX SERVICES, INC.",00100000002Em7H,"ADP, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002Em7HAAS
"ADP TAX SERVICES, INC.",00100000002Em7H,"ADP, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002Em7HAAS
"ADP TAX SERVICES, INC.",00100000002Em7H,"ADP, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002Em7HAAS
ADTALEM GLOBAL EDUCATION INC.,0013000001IerO3,Adtalem Global Education Inc.,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001IerO3AAJ
"ADURO ADVISORS, LLC",0013000001NXS2k,Aduro Advisors (Master Portal),,Activate Anywhere,9-12 Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001NXS2kAAH
"ADVANCED MICRO DEVICES, INC.",0013000000K7grb,"Advanced Micro Devices, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000K7grbAAB
ADVANCED THREAT & RESPONSE HOLDINGS INC.,001ed00000eSqax,"Booz Allen Hamilton, Inc - GovCloud",,Connected (including zero copy),9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000eSqaxAAC
"ADVANCED TURF SOLUTIONS, INC.",0013000000RXjdO,Advanced Turf Solutions,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000RXjdOAAT
"ADVANCED TURF SOLUTIONS, INC.",0013000000RXjdO,Advanced Turf Solutions,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000RXjdOAAT
"ADVANTECH CO., LTD.",00130000005NWMn,"ADVANTECH CO., LTD.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000005NWMnAAO
"ADVANTECH CO., LTD.",00130000005NWMn,"ADVANTECH CO., LTD.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000005NWMnAAO
ADVENT FINANCIAL SYSTEMS,0013000000ZkYnF,Advent Financial Systems,,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000ZkYnFAAV
"ADVENT INTERNATIONAL, L.P.",0013000000hK9ul,IDEMIA France SAS,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000hK9ulAAC
"ADVENT INTERNATIONAL, L.P.",0013000000M2NeR,"Serta Simmons Bedding, LLC",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000M2NeRAAV
ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,00100000002CrVT,Adventist Health System Sunbelt Healthcare Corporation,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002CrVTAA0
ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,00100000002CrVT,Adventist Health System Sunbelt Healthcare Corporation,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002CrVTAA0
ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,00100000002CrVT,Adventist Health System Sunbelt Healthcare Corporation,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000002CrVTAA0
ADVENTIST HEALTH SYSTEM/WEST,00100000001CwNe,Adventist Health System,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00100000001CwNeAAK
ADVENTURE OPERATIONS,0010M00001Y5SVI,Adventure Operations,,Activate Anywhere,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Y5SVIQA3
ADVISORY COUNCIL ON HISTORIC PRESERVATION,0013000000FduuF,Advisory Council on Historic Preservation,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000FduuFAAR
ADYEN N.V.,00130000016k7oI,Adyen NV,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016k7oIAAQ
ADYEN N.V.,00130000016k7oI,Adyen NV,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016k7oIAAQ
ADYEN N.V.,00130000016k7oI,Adyen NV,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016k7oIAAQ
"AEG HOLDING COMPANY, INC.",0013000000RXwV6,Fusion Academy,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000RXwV6AAL
AEGON LTD.,00130000002xJBQ,AEGON Administración y Servicios AIE,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xJBQAA2
AEGON LTD.,00130000002xJBQ,AEGON Administración y Servicios AIE,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xJBQAA2
AEMA GROUPE,0010M00001NYu8c,AESIO MUTUELLE,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001NYu8cQAD
AEMA GROUPE,0010M00001NYu8c,AESIO MUTUELLE,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001NYu8cQAD
AEMA GROUPE,0010M00001NYu8c,AESIO MUTUELLE,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001NYu8cQAD
AEMA GROUPE,0010M00001NYu8c,AESIO MUTUELLE,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001NYu8cQAD
"AEON CO., LTD.",001ed00000DWsH7,"AEON Next CO., LTD.",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000DWsH7AAL
"AEON CO., LTD.",0010M00001Yawjb,"AEON CO., LTD.",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001YawjbQAB
"AEON CO., LTD.",0010M00001Yawjb,"AEON CO., LTD.",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001YawjbQAB
"AEON CO., LTD.",0013000000rpOM7,"MY BASKET CO.,LTD.",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000rpOM7AAM
"AEON CO., LTD.",0013000001If26q,TSURUHA HOLDINGS INC.,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001If26qAAB
"AEON CO., LTD.",0013000001If26q,TSURUHA HOLDINGS INC.,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001If26qAAB
"AEON CO., LTD.",00130000002yuiN,"AEON DELIGHT CO., LTD.",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002yuiNAAQ
AERMEC NORTH AMERICA,0013y00001e64U9,AERMEC North America Manufacturing Corp,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001e64U9AAI
"AERONAVES DE MÉXICO, S.A.",0013000000Bonfn,"Aerovías De México, S.A. De C.V.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000BonfnAAB
"AERONAVES DE MÉXICO, S.A.",0013000000Bonfn,"Aerovías De México, S.A. De C.V.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000BonfnAAB
AETHON HOLDING B.V.,0010M00001Jzq2n,Aethon Holding B.V.,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Jzq2nQAB
AFFINIPAY (ORG3),0013y00001dxxvg,"8am, LLC",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001dxxvgAAA
AFFINIPAY (ORG3),0013y00001dxxvg,"8am, LLC",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001dxxvgAAA
AFFINITY CREDIT UNION,0013000001GWf87,Affinity Credit Union 2013,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001GWf87AAD
AFFINITY CREDIT UNION,0013000001GWf87,Affinity Credit Union 2013,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001GWf87AAD
AFFLELOU,00130000016gXAj,Alain Afflelou España Sa,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000016gXAjAAM
AFFLELOU,00130000016gXAj,Alain Afflelou España Sa,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000016gXAjAAM
AFLAC INCORPORATED,0010M00001WJZnv,Aflac Life Insurance Japan Ltd.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WJZnvQAH
AFLAC INCORPORATED,0010M00001WJZnv,Aflac Life Insurance Japan Ltd.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WJZnvQAH
AFLAC INCORPORATED,0010M00001WJZnv,Aflac Life Insurance Japan Ltd.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WJZnvQAH
AFLAC INCORPORATED,0013y00001embZ1,American Family Life Assurance Company of Columbus,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001embZ1AAI
AFLAC INCORPORATED,0013y00001embZ1,American Family Life Assurance Company of Columbus,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001embZ1AAI
AGCO CORPORATION,00100000001hgGw,AGCO Corporation NA*,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001hgGwAAI
AGCO CORPORATION,00100000001hgGw,AGCO Corporation NA*,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001hgGwAAI
AGD PRIME LDA,001ed00000G83yo,AGD Prime Lda,,Activate Anywhere,9-12 Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,001ed00000G83yoAAB
AGENCE DES PARTICIPATIONS DE L'ETAT,00130000016hVzk,CNP Protection Sociale (Marketing),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016hVzkAAE
"AGENCYQ, INC.",0010M00001SHzu1,AgencyQ,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001SHzu1QAD
"AGENCYQ, INC.",0010M00001SHzu1,AgencyQ,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001SHzu1QAD
"AGENCYQ, INC.",0010M00001SHzu1,AgencyQ,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001SHzu1QAD
AGENTSCHAP INBURGERING EN INTEGRATIE,001ed00000mNPod,Agentschap Integratie en Inburgering (Taalscan),,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000mNPodAAG
AGENTSCHAP INBURGERING EN INTEGRATIE,0010M00001WksUZ,Agentschap Integratie en Inburgering,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WksUZQAZ
AGF MANAGEMENT LIMITED,00130000016gE0S,AGF Management Limited (2nd Org),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016gE0SAAU
"AGILYSYS, INC.",0013000001JbQkP,Agilysys,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001JbQkPAAV
AGIOS PHARMACEUTICALS,0013y00001gDgsR,Agios Pharmaceuticals,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001gDgsRAAS
AGIOS PHARMACEUTICALS,0013y00001gDgsR,Agios Pharmaceuticals,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001gDgsRAAS
AGL ENERGY LIMITED,0013y00001gpo5b,ConnectNow Pty Ltd,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001gpo5bAAA
AGL ENERGY LIMITED,0013y00001gpo5b,ConnectNow Pty Ltd,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001gpo5bAAA
AGL ENERGY LIMITED,0013y00001gpo5b,ConnectNow Pty Ltd,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001gpo5bAAA
AGL ENERGY LIMITED,0013y00001h5OmH,AGL Energy Limited,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h5OmHAAU
AGL ENERGY LIMITED,0013y00001h5OmH,AGL Energy Limited,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h5OmHAAU
AGL ENERGY LIMITED,0013y00001h5OmH,AGL Energy Limited,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h5OmHAAU
AGRIMONTANA INTERNATIONAL,0013y00001eqNXd,AGRIMONTANA INTERNATIONAL,,Segment/Predict,0-3 Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001eqNXdAAM
"AGROFRESH SOLUTIONS, INC.",00100000001o8I1,AgroFresh,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001o8I1AAI
"AHNLAB, INC.",0013000000Jy95P,"AHNLAB, INC.",,Activate Anywhere,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000Jy95PAAR
AHO GROUP OY,0010M00001P0HIl,Aava ja Pikkujätti Oy,,Unified/Harmonized,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001P0HIlQAN
AHS HOSPITAL CORP.,00130000002xZIP,Atlantic Health System*,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00130000002xZIPAA2
AI GLOBAL INVESTMENTS II GP S.À R.L.,00130000002Ql4J,Zip Water (Aust) Pty Ltd,,Activate Anywhere,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002Ql4JAAS
AI INSIDE INC.,0010M00001ULuEw,AI inside Inc.,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001ULuEwQAL
AI SILK GUERNSEY BIDCO LIMITED,0013000000Jx3bl,Planet Payment Group Holding Ltd,,Activate Anywhere,6-9 Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000Jx3blAAB
AIR CANADA,00100000001L6qX,Air Canada (Cargo),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001L6qXAAS
AIR CANADA,00130000009jTln,Air Canada ( B2B),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000009jTlnAAE
AIR FRANCE - KLM,0013000001Fj58x,KLM N.V.,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001Fj58xAAB
AIR FRANCE - KLM,0013000001Fj58x,KLM N.V.,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001Fj58xAAB
AIR FX TRAMPOLINE PARK,0010M00001YuI0J,Air FX Trampoline Park,,Unified/Harmonized,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001YuI0JQAV
AIR HAIFA,0013y00001fbpEl,Air Haifa,,Activate Anywhere,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001fbpElAAI
"AIRBNB, INC.",0013y00001bedrV,"Airbnb, Inc",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001bedrVAAQ
AIRBUS SE,0013y00001dX4iE,Airbus Protect,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001dX4iEAAS
AIRBUS SE,0013000001HeGWN,AIRBUS HELICOPTERS SAS,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001HeGWNAA3
